//버전	//변수명	명칭	기본생성개수	최대곂침개수	1차아이템종류	2차아이템종류	3차아이템종류	아이템직업소속	소비불가	사용가능	사용성별	가격	내구력	마모도	경도	잡는형식	굽높이	장착위치	장착위치	파츠파일	제거될위치	기본부위무시	아이템레벨	희귀성	상점판매가능	로그남길것	상용화 판단	필요 아이템	필요 아이템종류	최소능력	최대능력	공격 속성	속성 공격력	회피율	블럭율	최소추가스킬	최대추가스킬	공격 스타일	무기종류	아이템1차공격순서	아이템2차공격순서	아이템3차공격순서	아이템4차공격순서	지속피해	최대장전개수	반동	장전시간	추가공격성공률	공격속도	타격시 반동	공격범위	적용확률	적용대상1	적용대상2	적용대상3	적용값1	적용값2	적용값3	적용변화값1	적용변화값2	적용변화값3	참조값 1	참조값 2	참조값 3	발동 마법	발동 레벨	마법 확률	필요MP	필요FP	학과필요레벨	선행스킬1	선행스킬레벨1	선행스킬2	선행스킬 레벨2	기술준비	기술 준비시간	기술 시전거리	원소이펙트	사용 효과(시전)	효과 2 (발사체)	"효과 3 (발동효과,타겟)"	효과 4 (유지효과)	"효과 5 (발동효과,시전자)"	사용 모션	유지시간	지속시간	발동대상	사용시기	마법범위	마법속성	참조스탯1	참조스탯2	참조타겟1	참조타겟2	참조수치1	참조수치2	기술속성	전기저항	불저항	바람저항	물저항	땅저항	악행	숙련레벨	최대숙련레벨	서브디파인위치	현재경험치	연속기술방식	비행속도	비행선회각(좌우)	비행선회각(상하)	비행제한레벨	비행연료충전량	가속연료충전량	팩당연료충전량	제한레벨1	반사광	공격음1(무기 타격음)	공격음2(무기 크리티컬)	아이콘파일	퀘스트 ID	텍스트 파일명	설명
//ver	//dwID	szName	dwNum	dwPackMax	dwItemKind1	dwItemKind2	dwItemKind3	dwItemJob	bPermanence	dwUseable	dwItemSex	dwCost	dwEndurance	nAbrasion	nHardness	dwHanded	dwHeelH	dwParts	dwPartsub	bPartFile	dwExclusive	dwBasePartsIgnore	dwItemLV	dwItemRare	dwShopAble	bLog	bCharged	dwLinkKindBullet 	dwLinkKind	dwAbilityMin	dwAbilityMax	eItemType	wItemEAtk	dwparry	dwblockRating	dwAddSkillMin	dwAddSkillMax	dwAtkStyle	dwWeaponType	dwItemAtkOrder1	dwItemAtkOrder2	dwItemAtkOrder3	dwItemAtkOrder4	tmContinuousPain	dwShellQuantity	dwRecoil	dwLoadingTime	nAdjHitRate	dwAttackSpeed	dwDmgShift	dwAttackRange	dwProbability	dwDestParam1	dwDestParam2	dwDestParam3	nAdjParamVal1	nAdjParamVal2	nAdjParamVal3	dwChgParamVal1	dwChgParamVal2	dwChgParamVal3	dwdestData1	dwdestData2	dwdestData3	dwactiveskill	dwactiveskillLv	dwactiveskillper	dwReqMp	dwRepFp	dwReqDisLV	dwReSkill1	dwReSkillLevel1	dwReSkill2	dwReSkillLevel2	dwSkillReadyType	dwSkillReady	dwSkillRange	dwSfxElemental	dwSfxObj	dwSfxObj2	dwSfxObj3	dwSfxObj4	dwSfxObj5	"dwUseMotion(01,02,03 번호 붙여 다음 동작연결)"	dwCircleTime	dwSkillTime	dwExeTarget	dwUseChance	dwSpellRegion	dwSpellType	dwReferStat1	dwReferStat2	dwReferTarget1	dwReferTarget2	dwReferValue1	dwReferValue2	dwSkillType	fItemResistElecricity	fItemResistFire	fItemResistWind	fItemResistWater	fItemResistEarth	nEvildoing	dwExpertLV	ExpertMax	dwSubDefine	dwExp	dwComboStyle	fFlightSpeed	fFlightLRAngle	fFlightTBAngle	dwFlightLimit	dwFFuelReMax	dwAFuelReMax	dwFuelRe	dwLimitLevel1	dwReflect	dwSndAttack1	dwSndAttack2	szIcon	dwQuestID	szTextFile	szComment
6	SI_KNT_SUP_RAGE	IDS_PROPSKILL_TXT_000040	1	1	JTYPE_PRO	JOB_KNIGHT	DIS_SUPPORT	JOB_KNIGHT	=	=	=	=	=	=	=	HD_TWO	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	65	SI_KNT_SUP_GUARD	5	=	=	SR_BEFORE	0	=	=	XI_SKILL_KNT_SUP_SUPPORT01      	=	XI_SKILL_KNT_SUP_RAGE01      	=	=	MTI_KNT_SUP_CASTING01	=	0	EXT_SELFCHGPARAMET	WUI_NOW	=	=	DST_STA	=	RT_TIME	=	20000	=	KT_SKILL	0	0	0	0	0	1	1	10	2475	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_KntSupRage.dds"""	0	""""""	IDS_PROPSKILL_TXT_000041
6	SI_KNT_TWO_POWERSWING	IDS_PROPSKILL_TXT_000042	1	1	JTYPE_PRO	JOB_KNIGHT	DIS_TWOHANDWEAPON	JOB_KNIGHT	=	=	=	=	=	=	=	HD_TWO	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	75	SI_KNT_SUP_PAINREFLECTION	7	=	=	SR_AFTER	10000	=	=	XI_SKILL_KNT_TWO_POWERSWING01      	=	=	=	XI_SKILL_KNT_TWO_POWERSWING02	MTI_KNT_TWO_POWERSWING01	=	=	EXT_MELEEATK	WUI_NOW	SRO_AROUND	=	DST_STR	=	RT_ATTACK	=	45	=	KT_SKILL	0	0	0	0	0	=	1	10	2485	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	SND_PC_DMGSWD	=	"""skill_KntTwoPwswng.dds"""	0	""""""	IDS_PROPSKILL_TXT_000043
6	SI_KNT_TWOSW_EARTHDIVIDER	IDS_PROPSKILL_TXT_000044	1	1	JTYPE_PRO	JOB_KNIGHT	DIS_TWOHANDSWORD	JOB_KNIGHT	=	=	=	=	=	=	=	HD_TWO	=	=	=	=	=	=	=	=	=	=	=	=	IK3_SWD	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	65	SI_KNT_TWOSW_CHARGE	4	=	=	SR_AFTER	0	=	=	XI_SKILL_KNT_TWOSW_EARTHDIVIDER01      	=	XI_SKILL_KNT_TWOSW_EARTHDIVIDER02	=	=	MTI_KNT_TWOSW_EARTHDIVIDER01	=	=	EXT_MELEEATK	WUI_TARGETINGOBJ	SRO_LINE	=	DST_STR	=	RT_ATTACK	=	35	=	KT_SKILL	0	0	0	0	0	=	1	10	2495	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	SND_PC_DMGSWD	=	"""skill_KntTswEthdvd.dds"""	0	""""""	IDS_PROPSKILL_TXT_000045
6	SI_KNT_TWOSW_CHARGE	IDS_PROPSKILL_TXT_000046	1	1	JTYPE_PRO	JOB_KNIGHT	DIS_TWOHANDSWORD	JOB_KNIGHT	=	=	=	=	=	=	=	HD_TWO	=	=	=	=	=	=	=	=	=	=	=	=	IK3_SWD	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	AR_FAR	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	60	SI_MER_SUP_SWORDMASTER	3	=	=	SR_AFTER	0	=	=	=	=	XI_SKILL_KNT_TWOSW_CHARGE03	=	=	MTI_KNT_TWOSW_CHARGE01	=	=	EXT_MELEEATK	WUI_TARGETINGOBJ	SRO_DIRECT	=	DST_STR	=	RT_ATTACK	=	30	=	KT_SKILL	0	0	0	0	0	=	1	10	2505	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	SND_PC_DMGSWD	=	"""skill_KntTswCharge.dds"""	0	""""""	IDS_PROPSKILL_TXT_000047
6	SI_KNT_TWOAX_PAINDEALER	IDS_PROPSKILL_TXT_000048	1	1	JTYPE_PRO	JOB_KNIGHT	DIS_TWOHANDAXE	JOB_KNIGHT	=	=	=	=	=	=	=	HD_TWO	=	=	=	=	=	=	=	=	=	=	=	=	IK3_AXE	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	60	SI_MER_SUP_AXEMASTER	3	=	=	SR_AFTER	0	=	=	XI_SKILL_KNT_TWOAX_PAINDEALER01      	=	XI_SKILL_KNT_TWOAX_PAINDEALER03	=	=	MTI_KNT_TWOAX_PAINDEALER01	=	=	EXT_MELEEATK	WUI_TARGETINGOBJ	SRO_DIRECT	=	DST_STR	=	RT_ATTACK	=	30	=	KT_SKILL	0	0	0	0	0	=	1	10	2515	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	SND_PC_DMGSWD	=	"""skill_KntTaxPaidea.dds"""	0	""""""	IDS_PROPSKILL_TXT_000049
6	SI_KNT_TWOAX_POWERSTUMP	IDS_PROPSKILL_TXT_000050	1	1	JTYPE_PRO	JOB_KNIGHT	DIS_TWOHANDAXE	JOB_KNIGHT	=	=	=	=	=	=	=	HD_TWO	=	=	=	=	=	=	=	=	=	=	=	=	IK3_AXE	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	65	SI_KNT_TWOAX_PAINDEALER	4	=	=	SR_AFTER	0	=	=	XI_SKILL_KNT_TWOAX_POWERSTUMP01      	=	XI_SKILL_KNT_TWOAX_POWERSTUMP03	=	=	MTI_KNT_TWOAX_POWERSTUMP01	=	=	EXT_MELEEATK	WUI_NOW	SRO_AROUND	=	DST_STR	=	RT_ATTACK	=	35	=	KT_SKILL	0	0	0	0	0	=	1	10	2525	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	SND_PC_DMGSWD	=	"""skill_KntTaxPwstum.dds"""	0	""""""	IDS_PROPSKILL_TXT_000051
//																																																																																																																											
6	SI_BLD_DOUBLE_CROSSSTRIKE	IDS_PROPSKILL_TXT_000052	1	1	JTYPE_PRO	JOB_BLADE	DIS_DOUBLE	JOB_BLADE	=	=	=	=	=	=	=	HD_DUAL	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	75	SI_BLD_DOUBLE_SONICBLADE	7	=	=	SR_AFTER	0	=	=	XI_SKILL_BLD_DOUBLE_CROSSSTRIKE01      	=	XI_SKILL_BLD_DOUBLE_CROSSSTRIKE02	=	=	MTI_BLD_DOUBLE_CROSSSTRIKE01	=	=	EXT_MELEEATK	WUI_TARGETINGOBJ	SRO_DIRECT	=	DST_DEX	=	RT_ATTACK	=	35	=	KT_SKILL	0	0	0	0	0	=	1	10	2535	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	SND_PC_DMGSWD	=	"""skill_BldDblCross.dds"""	0	""""""	IDS_PROPSKILL_TXT_000053
6	SI_BLD_DOUBLE_ARMORPENETRATE	IDS_PROPSKILL_TXT_000054	1	1	JTYPE_PRO	JOB_BLADE	DIS_DOUBLE	JOB_BLADE	=	=	=	=	=	=	=	HD_DUAL	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	62	=	=	=	=	SR_AFTER	0	=	=	XI_SKILL_BLD_DOUBLE_ARMORPENETRATE01    	=	XI_SKILL_BLD_DOUBLE_ARMORPENETRATE02	=	=	MTI_BLD_DOUBLE_ARMORPENETRATE01	=	=	EXT_MELEEATK	WUI_TARGETINGOBJ	SRO_DIRECT	=	DST_DEX	=	RT_ATTACK	=	30	=	KT_SKILL	0	0	0	0	0	=	1	10	2545	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	SND_PC_DMGSWD	=	"""skill_BldDblArmpen.dds"""	0	""""""	IDS_PROPSKILL_TXT_000055
6	SI_BLD_DOUBLESW_SILENTSTRIKE	IDS_PROPSKILL_TXT_000056	1	1	JTYPE_PRO	JOB_BLADE	DIS_DOUBLESWORD	JOB_BLADE	=	=	=	=	=	=	=	HD_DUAL	=	=	=	=	=	=	=	=	=	=	=	=	IK3_SWD	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	60	SI_MER_SUP_SWORDMASTER	3	=	=	SR_AFTER	0	=	=	XI_SKILL_BLD_DOUBLESW_SILENTSTRIKE01    	=	XI_SKILL_BLD_DOUBLESW_SILENTSTRIKE03	=	=	MTI_BLD_DOUBLESW_SILENTSTRIKE01	=	=	EXT_MELEEATK	WUI_TARGETINGOBJ	SRO_DIRECT	=	DST_DEX	=	RT_ATTACK	=	20	=	KT_SKILL	0	0	0	0	0	=	1	10	2555	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	SND_PC_DMGSWD	=	"""skill_BldDswSilent.dds"""	0	""""""	IDS_PROPSKILL_TXT_000057
6	SI_BLD_DOUBLESW_BLADEDANCE	IDS_PROPSKILL_TXT_000058	1	1	JTYPE_PRO	JOB_BLADE	DIS_DOUBLESWORD	JOB_BLADE	=	=	=	=	=	=	=	HD_DUAL	=	=	=	=	=	=	=	=	=	=	=	=	IK3_SWD	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	65	SI_BLD_DOUBLESW_SILENTSTRIKE	5	=	=	SR_AFTER	0	=	=	=	XI_SKILL_BLD_DOUBLESW_BLADEDANCE02	=	=	XI_SKILL_BLD_DOUBLESW_BLADEDANCE03	MTI_BLD_DOUBLESW_BLADEDANCE01	=	=	EXT_MELEEATK	WUI_NOW	SRO_AROUND	=	DST_DEX	=	RT_ATTACK	=	25	=	KT_SKILL	0	0	0	0	0	=	1	10	2565	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	SND_PC_DMGSWD	=	"""skill_BldDswBlddan.dds"""	0	""""""	IDS_PROPSKILL_TXT_000059
6	SI_BLD_DOUBLEAX_SPRINGATTACK	IDS_PROPSKILL_TXT_000060	1	1	JTYPE_PRO	JOB_BLADE	DIS_DOUBLEAXE	JOB_BLADE	=	=	=	=	=	=	=	HD_DUAL	=	=	=	=	=	=	=	=	=	=	=	=	IK3_AXE	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	60	SI_MER_SUP_AXEMASTER	3	=	=	SR_AFTER	0	=	=	XI_SKILL_BLD_DOUBLEAX_SPRINGATTACK01    	=	XI_SKILL_BLD_DOUBLEAX_SPRINGATTACK03	=	=	MTI_BLD_DOUBLEAX_SPRINGATTAKE01	=	=	EXT_MELEEATK	WUI_TARGETINGOBJ	SRO_DIRECT	=	DST_DEX	=	RT_ATTACK	=	10	=	KT_SKILL	0	0	0	0	0	=	1	10	2575	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	SND_PC_DMGSWD	=	"""skill_BldDaxSpring.dds"""	0	""""""	IDS_PROPSKILL_TXT_000061
6	SI_BLD_DOUBLEAX_HAWKATTACK	IDS_PROPSKILL_TXT_000062	1	1	JTYPE_PRO	JOB_BLADE	DIS_DOUBLEAXE	JOB_BLADE	=	=	=	=	=	=	=	HD_DUAL	=	=	=	=	=	=	=	=	=	=	=	=	IK3_AXE	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	65	SI_BLD_DOUBLEAX_SPRINGATTACK	5	=	=	SR_AFTER	0	=	=	=	=	XI_SKILL_BLD_DOUBLEAX_HAWKATTACK03	=	=	MTI_BLD_DOUBLEAX_HAWKATTAKE01	=	=	EXT_MELEEATK	WUI_TARGETINGOBJ	SRO_DIRECT	=	DST_DEX	=	RT_ATTACK	=	35	=	KT_SKILL	0	0	0	0	0	=	1	10	2585	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	SND_PC_DMGSWD	=	"""skill_BldDaxHawatt.dds"""	0	""""""	IDS_PROPSKILL_TXT_000063
6	SI_BLD_DOUBLE_SONICBLADE	IDS_PROPSKILL_TXT_000064	1	1	JTYPE_PRO	JOB_BLADE	DIS_DOUBLE	JOB_BLADE	=	=	=	=	=	=	=	HD_DUAL	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	70	SI_BLD_SUP_BERSERK	7	=	=	SR_AFTER	0	=	=	=	=	XI_SKILL_BLD_DOUBLE_SONICBLADE03	=	=	MTI_BLD_DOUBLE_SONICBLADE01	=	=	EXT_MELEEATK	WUI_TARGETINGOBJ	SRO_LINE	=	DST_DEX	=	RT_ATTACK	=	40	=	KT_SKILL	0	0	0	0	0	=	1	10	2595	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	SND_PC_DMGSWD	=	"""skill_BldDblSonbld.dds"""	0	""""""	IDS_PROPSKILL_TXT_000065
6	SI_BLD_SUP_BERSERK	IDS_PROPSKILL_TXT_000066	1	1	JTYPE_PRO	JOB_BLADE	DIS_SUPPORT	JOB_BLADE	=	=	=	=	=	=	=	HD_DUAL	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	_NONE	0	0	0	=	=	AS_DIAGONAL	WT_EQUIP	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	65	SI_BLD_DOUBLE_ARMORPENETRATE	4	=	=	SR_BEFORE	45000	=	=	XI_SKILL_BLD_SUP_SUPPORT01      	=	XI_SKILL_BLD_SUP_BERSERK01      	=	=	MTI_BLD_SUP_CASTING01	=	0	EXT_SELFCHGPARAMET	WUI_NOW	=	=	=	=	=	=	=	=	KT_SKILL	0	0	0	0	0	1	1	10	2605	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_BldSupBerser.dds"""	0	""""""	IDS_PROPSKILL_TXT_000067
//																																																																																																																											
6	SI_ASS_HEAL_HEALING	IDS_PROPSKILL_TXT_000068	1	1	JTYPE_EXPERT	JOB_ASSIST	DIS_HEAL	JOB_ASSIST	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK3_CHEERSTICK	=	=	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	AR_WAND	=	0	=	=	0	=	=	=	=	=	=	=	=	=	=	=	0	=	15	=	=	=	=	SR_BEFORE	0	=	=	XI_SKILL_ASS_HEAL_CASTING01	=	XI_SKILL_ASS_HEAL_HEALING01	=	=	MTI_ASS_HEAL_CASTING01	=	=	EXT_ANOTHERWITH	WUI_TARGETINGOBJ	=	=	DST_INT	=	RT_HEAL	=	30	=	KT_MAGIC	0	0	0	0	0	1	1	20	835	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_AssHeaHealin.dds"""	0	""""""	IDS_PROPSKILL_TXT_000069
6	SI_ASS_KNU_TAMPINGHOLE	IDS_PROPSKILL_TXT_000070	1	1	JTYPE_EXPERT	JOB_ASSIST	DIS_KNUCKLE	JOB_ASSIST	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK3_KNUCKLEHAMMER	=	=	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	AR_SHORT	=	0	=	=	0	=	=	=	=	=	=	=	=	=	=	=	0	=	20	SI_ASS_HEAL_HEALING	3	=	=	SR_AFTER	0	=	=	=	=	XI_SKILL_ASS_KNU_TAMPINGHOLE01	=	=	MTI_ASS_KNU_TAMPINGHOLE	=	=	EXT_MELEEATK	WUI_TARGETINGOBJ	SRO_DIRECT	=	DST_STR	=	RT_ATTACK	=	25	=	KT_SKILL	0	0	0	0	0	=	1	20	2035	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	SND_PC_DMGSWD	=	"""skill_AssKnuTampin.dds"""	0	""""""	IDS_PROPSKILL_TXT_000071
6	SI_ASS_HEAL_RESURRECTION	IDS_PROPSKILL_TXT_000072	1	1	JTYPE_EXPERT	JOB_ASSIST	DIS_HEAL	JOB_ASSIST	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK3_CHEERSTICK	=	=	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	AR_RANGE	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	=	20	SI_ASS_HEAL_PATIENCE	4	=	=	SR_BEFORE	0	=	=	XI_SKILL_ASS_RES_CASTING01	=	XI_SKILL_ASS_HEAL_RESURRECTION01	=	=	MTI_ASS_RES_CASTING01	=	=	EXT_ANOTHER	WUI_TARGETINGOBJ	=	=	DST_INT	=	RT_HEAL	=	15	=	KT_MAGIC	0	0	0	0	0	1	1	20	855	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_AssHeaResurr.dds"""	0	""""""	IDS_PROPSKILL_TXT_000073
6	SI_ASS_HEAL_PATIENCE	IDS_PROPSKILL_TXT_000074	1	1	JTYPE_EXPERT	JOB_ASSIST	DIS_HEAL	JOB_ASSIST	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK3_CHEERSTICK	=	=	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	AR_RANGE	=	0	=	=	0	=	=	=	=	=	=	=	=	=	=	=	0	=	18	SI_ASS_HEAL_HEALING	3	=	=	SR_BEFORE	0	=	=	XI_SKILL_ASS_HEAL_CASTING01	=	XI_SKILL_ASS_HEAL_PATIENCE01	=	=	MTI_ASS_HEAL_CASTING01	=	0	EXT_ANOTHERWITH	WUI_TARGETINGOBJ	=	=	DST_INT	=	RT_TIME	=	20000	=	KT_MAGIC	0	0	0	0	0	1	1	20	875	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_AssHeaPatien.dds"""	0	""""""	IDS_PROPSKILL_TXT_000075
6	SI_ASS_HEAL_PREVENTION	IDS_PROPSKILL_TXT_000076	1	1	JTYPE_EXPERT	JOB_ASSIST	DIS_HEAL	JOB_ASSIST	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK3_CHEERSTICK	=	=	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	=	30	SI_ASS_CHEER_CIRCLEHEALING	4	=	=	SR_BEFORE	0	=	=	XI_SKILL_ASS_HEAL_CASTING01	=	XI_SKILL_ASS_HEAL_PREVENTION01	=	=	MTI_ASS_HEAL_CASTING01	=	0	EXT_SELFCHGPARAMET	WUI_NOW	=	=	=	=	=	=	=	=	KT_MAGIC	0	0	0	0	0	1	1	20	915	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_AssHeaPreven.dds"""	0	""""""	IDS_PROPSKILL_TXT_000077
6	SI_ASS_CHEER_HEAPUP	IDS_PROPSKILL_TXT_000078	1	1	JTYPE_EXPERT	JOB_ASSIST	DIS_CHEER	JOB_ASSIST	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK3_CHEERSTICK	=	=	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	AR_RANGE	=	0	=	=	0	=	=	=	=	=	=	=	=	=	=	=	0	=	20	SI_ASS_CHEER_MENTALSIGN	4	=	=	SR_BEFORE	0	=	=	XI_SKILL_ASS_CHEER_CASTING01	=	XI_SKILL_ASS_CHEER_HEAPUP01     	=	=	MTI_ASS_CHEER_CASTING01	=	0	EXT_ANOTHERWITH	WUI_TARGETINGOBJ	=	=	DST_INT	=	RT_TIME	=	20000	=	KT_MAGIC	0	0	0	0	0	1	1	20	935	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_AssCheHeapup.dds"""	0	""""""	IDS_PROPSKILL_TXT_000079
6	SI_ASS_CHEER_CANNONBALL	IDS_PROPSKILL_TXT_000080	1	1	JTYPE_EXPERT	JOB_ASSIST	DIS_CHEER	JOB_ASSIST	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK3_CHEERSTICK	=	=	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	AR_RANGE	=	0	=	=	0	=	=	=	=	=	=	=	=	=	=	=	0	=	35	SI_ASS_CHEER_CATSREFLEX	4	=	=	SR_BEFORE	0	=	=	XI_SKILL_ASS_CHEER_CASTING01	=	XI_SKILL_ASS_CHEER_CANNONBALL01 	=	=	MTI_ASS_CHEER_CASTING01	=	0	EXT_ANOTHERWITH	WUI_TARGETINGOBJ	=	=	DST_INT	=	RT_TIME	=	20000	=	KT_MAGIC	0	0	0	0	0	1	1	20	955	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_AssCheCannon.dds"""	0	""""""	IDS_PROPSKILL_TXT_000081
6	SI_ASS_CHEER_CIRCLEHEALING	IDS_PROPSKILL_TXT_000082	1	1	JTYPE_EXPERT	JOB_ASSIST	DIS_CHEER	JOB_ASSIST	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK3_CHEERSTICK	=	=	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	AR_RANGE	=	0	=	=	0	=	=	=	=	=	=	=	=	=	=	=	0	=	25	SI_ASS_HEAL_RESURRECTION	4	=	=	SR_BEFORE	0	0	=	XI_SKILL_ASS_CHEER_CASTING01	XI_SKILL_ASS_HEAL_HEALING01	=	=	=	MTI_ASS_CHEER_CASTING01	=	0	EXT_TROUPE	WUI_NOW	SRO_REGION	=	DST_INT	=	RT_HEAL	=	30	=	KT_MAGIC	0	0	0	0	0	1	1	20	975	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_AssCheCircle.dds"""	0	""""""	IDS_PROPSKILL_TXT_000083
6	SI_ASS_CHEER_MENTALSIGN	IDS_PROPSKILL_TXT_000084	1	1	JTYPE_EXPERT	JOB_ASSIST	DIS_CHEER	JOB_ASSIST	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	IK3_CHEERSTICK	=	=	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	AR_RANGE	=	0	=	=	0	=	=	=	=	=	=	=	=	=	=	=	0	=	18	SI_ASS_HEAL_HEALING	3	=	=	SR_BEFORE	0	=	=	XI_SKILL_ASS_CHEER_CASTING01	=	XI_SKILL_ASS_CHEER_MENTALSIGN01 	=	=	MTI_ASS_CHEER_CASTING01	=	0	EXT_ANOTHERWITH	WUI_TARGETINGOBJ	=	=	DST_INT	=	RT_TIME	=	20000	=	KT_MAGIC	0	0	0	0	0	1	1	20	995	1	CT_GENERAL	=	=	=	=	=	=	=	=	=	=	=	"""skill_AssCheMental.dds"""	0	""""""	IDS_PROPSKILL_TXT_000085
